,ALPHANUMERIC_CODE,STATION_NAME_ENGLISH,STATION_NAME_CHINESE,LINE_ENGLISH,LINE_CHINESE,LINE_COLOR,OPENING_DATE,TRANSPORT_TYPE,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE
82,CC5,Nicoll Highway,尼诰大道,Circle Line,环线,Orange,4/17/2010,MRT,NICOLL HIGHWAY MRT STATION (CC5),20,REPUBLIC AVENUE,NICOLL HIGHWAY MRT STATION (CC5),20 REPUBLIC AVENUE NICOLL HIGHWAY MRT STATION (CC5) SINGAPORE 038970,38970,31374.16493,31347.15287,1.299766847,103.863637
83,CC6,Stadium,体育场,Circle Line,环线,Orange,4/17/2010,MRT,STADIUM MRT STATION (CC6),3,STADIUM WALK,STADIUM MRT STATION (CC6),3 STADIUM WALK STADIUM MRT STATION (CC6) SINGAPORE 397692,397692,32676.34771,31683.94076,1.302812468,103.8753377
84,CC7,Mountbatten,蒙巴登,Circle Line,环线,Orange,4/17/2010,MRT,MOUNTBATTEN MRT STATION (CC7),301,MOUNTBATTEN ROAD,MOUNTBATTEN MRT STATION (CC7),301 MOUNTBATTEN ROAD MOUNTBATTEN MRT STATION (CC7) SINGAPORE 398006,398006,33476.56343,32058.74185,1.306201905,103.8825281
85,CC8,Dakota,达科达,Circle Line,环线,Orange,4/17/2010,MRT,DAKOTA MRT STATION (CC8),201,OLD AIRPORT ROAD,DAKOTA MRT STATION (CC8),201 OLD AIRPORT ROAD DAKOTA MRT STATION (CC8) SINGAPORE 397973,397973,34204.0253,32318.17446,1.308547984,103.8890647
86,CC9,Paya Lebar,巴耶利峇,Circle Line,环线,Orange,4/17/2010,MRT,PAYA LEBAR MRT STATION (CC9),15,PAYA LEBAR ROAD,PAYA LEBAR MRT STATION (CC9),15 PAYA LEBAR ROAD PAYA LEBAR MRT STATION (CC9) SINGAPORE 409049,409049,34559.69169,33280.11819,1.317247385,103.8922608
87,CC10,MacPherson,麦波申,Circle Line,环线,Orange,4/17/2010,MRT,MACPHERSON MRT STATION (CC10),171,PAYA LEBAR ROAD,MACPHERSON MRT STATION (CC10),171 PAYA LEBAR ROAD MACPHERSON MRT STATION (CC10) SINGAPORE 409048,409048,34351.61777,34256.51383,1.326077602,103.8903913
88,CC11,Tai Seng,大成,Circle Line,环线,Orange,4/17/2010,MRT,TAI SENG MRT STATION (CC11),33,UPPER PAYA LEBAR ROAD,TAI SENG MRT STATION (CC11),33 UPPER PAYA LEBAR ROAD TAI SENG MRT STATION (CC11) SINGAPORE 534803,534803,34128.79235,35258.74882,1.335141501,103.8883893
89,CC12,Bartley,巴特礼,Circle Line,环线,Orange,5/28/2009,MRT,BARTLEY MRT STATION (CC12),90,BARTLEY ROAD,BARTLEY MRT STATION (CC12),90 BARTLEY ROAD BARTLEY MRT STATION (CC12) SINGAPORE 539788,539788,33214.93397,36072.52553,1.342501178,103.8801779
90,CC13,Serangoon,实龙岗,Circle Line,环线,Orange,5/28/2009,MRT,SERANGOON MRT STATION (CC13),21,SERANGOON CENTRAL,SERANGOON MRT STATION (CC13),21 SERANGOON CENTRAL SERANGOON MRT STATION (CC13) SINGAPORE 556082,556082,32390.68525,36971.75455,1.350633615,103.8727717
91,CC14,Lorong Chuan,罗弄泉,Circle Line,环线,Orange,5/28/2009,MRT,LORONG CHUAN MRT STATION (CC14),150,SERANGOON AVENUE 3,LORONG CHUAN MRT STATION (CC14),150 SERANGOON AVENUE 3 LORONG CHUAN MRT STATION (CC14) SINGAPORE 554533,554533,31431.40547,37079.94437,1.351612171,103.8641519
92,CC15,Bishan,碧山,Circle Line,环线,Orange,5/28/2009,MRT,BISHAN MRT STATION (CC15),17,BISHAN PLACE,BISHAN MRT STATION (CC15),17 BISHAN PLACE BISHAN MRT STATION (CC15) SINGAPORE 579842,579842,29760.77555,37047.15733,1.351315801,103.8491403
93,CC16,Marymount,玛丽蒙,Circle Line,环线,Orange,5/28/2009,MRT,MARYMOUNT MRT STATION (CC16),60,MARYMOUNT ROAD,MARYMOUNT MRT STATION (CC16),60 MARYMOUNT ROAD MARYMOUNT MRT STATION (CC16) SINGAPORE 573993,573993,28679.36877,36758.71365,1.348707263,103.8394231
94,CC17,Caldecott,加利谷,Circle Line,环线,Orange,10/8/2011,MRT,CALDECOTT MRT STATION (CC17),38,TOA PAYOH RISE,CALDECOTT MRT STATION (CC17),38 TOA PAYOH RISE CALDECOTT MRT STATION (CC17) SINGAPORE 298113,298113,28691.24505,35538.76801,1.337674508,103.8395298
95,CC19,Botanic Gardens,植物园,Circle Line,环线,Orange,10/8/2011,MRT,BOTANIC GARDENS MRT STATION (CC19),100,CLUNY PARK ROAD,BOTANIC GARDENS MRT STATION (CC19),100 CLUNY PARK ROAD BOTANIC GARDENS MRT STATION (CC19) SINGAPORE 257494,257494,25959.6005,33818.14422,1.322113736,103.8149845
96,CC20,Farrer Road,花拉路,Circle Line,环线,Orange,10/8/2011,MRT,FARRER ROAD MRT STATION (CC20),71,FARRER ROAD,FARRER ROAD MRT STATION (CC20),71 FARRER ROAD FARRER ROAD MRT STATION (CC20) SINGAPORE 268857,268857,25113.2012,33301.26022,1.317439152,103.8073792
97,CC21,Holland Village,荷兰村,Circle Line,环线,Orange,10/8/2011,MRT,HOLLAND VILLAGE MRT STATION (CC21),200,HOLLAND AVENUE,HOLLAND VILLAGE MRT STATION (CC21),200 HOLLAND AVENUE HOLLAND VILLAGE MRT STATION (CC21) SINGAPORE 278995,278995,23891.21523,32726.41283,1.312240296,103.7963991
98,CC22,Buona Vista,波那维斯达,Circle Line,环线,Orange,10/8/2011,MRT,BUONA VISTA MRT STATION (CC22),150,NORTH BUONA VISTA ROAD,BUONA VISTA MRT STATION (CC22),150 NORTH BUONA VISTA ROAD BUONA VISTA MRT STATION (CC22) SINGAPORE 139350,139350,23257.99303,32106.56305,1.306634504,103.7907094
99,CC23,one-north,纬壹,Circle Line,环线,Orange,10/8/2011,MRT,ONE-NORTH MRT STATION (CC23),9,AYER RAJAH AVENUE,ONE-NORTH MRT STATION (CC23),9 AYER RAJAH AVENUE ONE-NORTH MRT STATION (CC23) SINGAPORE 138647,138647,22896.07281,31346.4081,1.299759875,103.7874575
100,CC24,Kent Ridge,肯特岗,Circle Line,环线,Orange,10/8/2011,MRT,KENT RIDGE MRT STATION (CC24),301,SOUTH BUONA VISTA ROAD,KENT RIDGE MRT STATION (CC24),301 SOUTH BUONA VISTA ROAD KENT RIDGE MRT STATION (CC24) SINGAPORE 118177,118177,22575.01071,30657.93329,1.293533499,103.7845727
101,CC25,Haw Par Villa,虎豹别墅,Circle Line,环线,Orange,10/8/2011,MRT,HAW PAR VILLA MRT STATION (CC25),270,PASIR PANJANG ROAD,HAW PAR VILLA MRT STATION (CC25),270 PASIR PANJANG ROAD HAW PAR VILLA MRT STATION (CC25) SINGAPORE 117396,117396,22261.1431,29445.80204,1.282571358,103.7817527
102,CC26,Pasir Panjang,巴西班让,Circle Line,环线,Orange,10/8/2011,MRT,PASIR PANJANG MRT STATION (CC26),119,PASIR PANJANG ROAD,PASIR PANJANG MRT STATION (CC26),119 PASIR PANJANG ROAD PASIR PANJANG MRT STATION (CC26) SINGAPORE 117424,117424,23329.26471,28742.76576,1.276213522,103.7913503
103,CC27,Labrador Park,拉柏多公园,Circle Line,环线,Orange,10/8/2011,MRT,LABRADOR PARK MRT STATION (CC27),701,TELOK BLANGAH ROAD,LABRADOR PARK MRT STATION (CC27),701 TELOK BLANGAH ROAD LABRADOR PARK MRT STATION (CC27) SINGAPORE 109029,109029,24584.77505,28304.9441,1.272254177,103.8026316
104,CC28,Telok Blangah,直落布兰雅,Circle Line,环线,Orange,10/8/2011,MRT,TELOK BLANGAH MRT STATION (CC28),463,TELOK BLANGAH ROAD,TELOK BLANGAH MRT STATION (CC28),463 TELOK BLANGAH ROAD TELOK BLANGAH MRT STATION (CC28) SINGAPORE 109028,109028,25378.2908,28133.79905,1.270706477,103.8097616
105,CC29,HarbourFront,港湾,Circle Line,环线,Orange,10/8/2011,MRT,HARBOURFRONT MRT STATION (NE1 / CC29),81,TELOK BLANGAH ROAD,HARBOURFRONT MRT STATION (NE1 / CC29),81 TELOK BLANGAH ROAD HARBOURFRONT MRT STATION (NE1 / CC29) SINGAPORE 098867,98867,26688.0367,27545.85343,1.265389384,103.8215302
106,CE1,Bayfront,海湾舫,Circle Line Extension,环线延长线,Orange,1/14/2012,MRT,BAYFRONT MRT STATION (DT16 / CE1),11,BAYFRONT AVENUE,BAYFRONT MRT STATION (DT16 / CE1),11 BAYFRONT AVENUE BAYFRONT MRT STATION (DT16 / CE1) SINGAPORE 018957,18957,30867.00927,29368.62503,1.281873789,103.8590798
107,CE2,Marina Bay,滨海湾,Circle Line Extension,环线延长线,Orange,1/14/2012,MRT,MARINA BAY MRT STATION (CE2),23,PARK STREET,MARINA BAY MRT STATION (CE2),23 PARK STREET MARINA BAY MRT STATION (CE2) SINGAPORE 018926,18926,30462.73498,28746.93363,1.276251464,103.8554472
108,DT1,Bukit Panjang,武吉班让,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,BUKIT PANJANG MRT STATION (DT1),950,UPPER BUKIT TIMAH ROAD,BUKIT PANJANG MRT STATION (DT1),950 UPPER BUKIT TIMAH ROAD BUKIT PANJANG MRT STATION (DT1) SINGAPORE 678213,678213,20011.39812,40108.68377,1.379002116,103.7615351
109,DT2,Cashew,凯秀,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,CASHEW MRT STATION (DT2),1,CASHEW ROAD,CASHEW MRT STATION (DT2),1 CASHEW ROAD CASHEW MRT STATION (DT2) SINGAPORE 679696,679696,20334.55891,39092.85854,1.369815449,103.7644392
110,DT3,Hillview,山景,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,HILLVIEW MRT STATION (DT3),510,UPPER BUKIT TIMAH ROAD,HILLVIEW MRT STATION (DT3),510 UPPER BUKIT TIMAH ROAD HILLVIEW MRT STATION (DT3) SINGAPORE 678211,678211,20666.06755,38266.78985,1.362344868,103.7674183
#,DT4,Hume,,Downtown Line,,Blue,12/27/2015,MRT,HUME MRT STATION (DT4),,,,,,,,,
111,DT5,Beauty World,美世界,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,BEAUTY WORLD MRT STATION (DT5),101,UPPER BUKIT TIMAH ROAD,BEAUTY WORLD MRT STATION (DT5),101 UPPER BUKIT TIMAH ROAD BEAUTY WORLD MRT STATION (DT5) SINGAPORE 588216,588216,21598.16648,35931.23589,1.341223176,103.7757943
112,DT6,King Albert Park,阿尔柏王园,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,KING ALBERT PARK MRT STATION (DT6),2,BLACKMORE DRIVE,KING ALBERT PARK MRT STATION (DT6),2 BLACKMORE DRIVE KING ALBERT PARK MRT STATION (DT6) SINGAPORE 599987,599987,22444.48957,35316.24791,1.335661613,103.7833991
113,DT7,Sixth Avenue,第六道,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,SIXTH AVENUE MRT STATION (DT7),777,BUKIT TIMAH ROAD,SIXTH AVENUE MRT STATION (DT7),777 BUKIT TIMAH ROAD SIXTH AVENUE MRT STATION (DT7) SINGAPORE 269784,269784,23947.74937,34785.0233,1.330857645,103.7969068
114,DT8,Tan Kah Kee,陈嘉庚,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,TAN KAH KEE MRT STATION (DT8),651,BUKIT TIMAH ROAD,TAN KAH KEE MRT STATION (DT8),651 BUKIT TIMAH ROAD TAN KAH KEE MRT STATION (DT8) SINGAPORE 266268,266268,25155.62211,34198.80531,1.325556235,103.8077603
115,DT9,Botanic Gardens,植物园,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,BOTANIC GARDENS MRT STATION (DT9),491,BUKIT TIMAH ROAD,BOTANIC GARDENS MRT STATION (DT9),491 BUKIT TIMAH ROAD BOTANIC GARDENS MRT STATION (DT9) SINGAPORE 259777,259777,26074.17209,33859.53548,1.322488071,103.816014
116,DT10,Stevens,史蒂芬,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,STEVENS MRT STATION (DT10),92,STEVENS ROAD,STEVENS MRT STATION (DT10),92 STEVENS ROAD STEVENS MRT STATION (DT10) SINGAPORE 257877,257877,27188.22996,33591.66086,1.320065558,103.8260244
117,DT11,Newton,纽顿,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,NEWTON MRT STATION (DT11),235,BUKIT TIMAH ROAD,NEWTON MRT STATION (DT11),235 BUKIT TIMAH ROAD NEWTON MRT STATION (DT11) SINGAPORE 229901,229901,28489.23644,32920.17269,1.313992863,103.8377146
118,DT12,Little India,小印度,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,LITTLE INDIA MRT STATION (DT12),62,BUKIT TIMAH ROAD,LITTLE INDIA MRT STATION (DT12),62 BUKIT TIMAH ROAD LITTLE INDIA MRT STATION (DT12) SINGAPORE 229902,229902,29707.46188,32148.96262,1.307018268,103.8486609
119,DT13,Rochor,梧槽,Downtown Line,滨海市区线,Blue,12/27/2015,MRT,ROCHOR MRT STATION (DT13),11,ROCHOR CANAL ROAD,ROCHOR MRT STATION (DT13),11 ROCHOR CANAL ROAD ROCHOR MRT STATION (DT13) SINGAPORE 188505,188505,30164.70185,31798.87668,1.303852185,103.8527694
120,DT14,Bugis,武吉士,Downtown Line,滨海市区线,Blue,12/22/2013,MRT,BUGIS MRT STATION (DT14),191,ROCHOR ROAD,BUGIS MRT STATION (DT14),191 ROCHOR ROAD BUGIS MRT STATION (DT14) SINGAPORE 188476,188476,30649.54861,31297.01674,1.299313503,103.857126
121,DT15,Promenade,宝门廊,Downtown Line,滨海市区线,Blue,12/22/2013,MRT,PROMENADE MRT STATION (DT15),10,TEMASEK AVENUE,PROMENADE MRT STATION (DT15),10 TEMASEK AVENUE PROMENADE MRT STATION (DT15) SINGAPORE 039194,39194,31068.66081,30586.93695,1.292891754,103.8608918
122,DT16,Bayfront,海湾舫,Downtown Line,滨海市区线,Blue,12/22/2013,MRT,BAYFRONT MRT STATION (DT16 / CE1),11,BAYFRONT AVENUE,BAYFRONT MRT STATION (DT16 / CE1),11 BAYFRONT AVENUE BAYFRONT MRT STATION (DT16 / CE1) SINGAPORE 018957,18957,30867.00927,29368.62503,1.281873789,103.8590798
123,DT17,Downtown,市中心,Downtown Line,滨海市区线 ,Blue,12/22/2013,MRT,DOWNTOWN MRT STATION (DT17),15,CENTRAL BOULEVARD,DOWNTOWN MRT STATION (DT17),15 CENTRAL BOULEVARD DOWNTOWN MRT STATION (DT17) SINGAPORE 018969,18969,30172.66881,29100.20877,1.279446382,103.8528408
124,DT18,Telok Ayer,直落亚逸,Downtown Line,滨海市区线,Blue,12/22/2013,MRT,TELOK AYER MRT STATION (DT18),7,CROSS STREET,TELOK AYER MRT STATION (DT18),7 CROSS STREET TELOK AYER MRT STATION (DT18) SINGAPORE 048416,48416,29706.12592,29390.19539,1.282068948,103.8486488
125,DT19,Chinatown,牛车水,Downtown Line,滨海市区线,Blue,12/22/2013,MRT,CHINATOWN MRT STATION (DT19),91,UPPER CROSS STREET,CHINATOWN MRT STATION (DT19),91 UPPER CROSS STREET CHINATOWN MRT STATION (DT19) SINGAPORE 058362,58362,29316.049,29628.47894,1.284223919,103.8451438
126,DT20,Fort Canning,福康宁,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,FORT CANNING MRT STATION (DT20),170,RIVER VALLEY ROAD,FORT CANNING MRT STATION (DT20),170 RIVER VALLEY ROAD FORT CANNING MRT STATION (DT20) SINGAPORE 179038,179038,29225.62761,30541.60877,1.292481948,103.8443314
127,DT21,Bencoolen,明古连,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,BENCOOLEN MRT STATION (DT21),31,BENCOOLEN STREET,BENCOOLEN MRT STATION (DT21),31 BENCOOLEN STREET BENCOOLEN MRT STATION (DT21) SINGAPORE 189658,189658,29895.86395,31253.32587,1.298918434,103.8503538
128,DT22,Jalan Besar,惹兰勿刹,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,JALAN BESAR MRT STATION (DT22),90,JALAN BESAR,JALAN BESAR MRT STATION (DT22),90 JALAN BESAR JALAN BESAR MRT STATION (DT22) SINGAPORE 208826,208826,30445.85298,31944.74962,1.305171388,103.8552957
129,DT23,Bendemeer,明地迷亚,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,BENDEMEER MRT STATION (DT23),11,KALLANG BAHRU,BENDEMEER MRT STATION (DT23),11 KALLANG BAHRU BENDEMEER MRT STATION (DT23) SINGAPORE 339356,339356,31300.76761,32884.77092,1.313672528,103.8629776
130,DT24,Geylang Bahru,芽笼峇鲁,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,GEYLANG BAHRU MRT STATION (DT24),541,KALLANG BAHRU,GEYLANG BAHRU MRT STATION (DT24),541 KALLANG BAHRU GEYLANG BAHRU MRT STATION (DT24) SINGAPORE 339355,339355,32262.86126,33728.31269,1.321301102,103.8716226
131,DT25,Mattar,玛达,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,MATTAR MRT STATION (DT25),60,MERPATI ROAD,MATTAR MRT STATION (DT25),60 MERPATI ROAD MATTAR MRT STATION (DT25) SINGAPORE 379314,379314,33556.58344,34344.85853,1.326876715,103.8832475
132,DT26,MacPherson,麦波申,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,MACPHERSON MRT STATION (DT26),10,CIRCUIT LINK,MACPHERSON MRT STATION (DT26),10 CIRCUIT LINK MACPHERSON MRT STATION (DT26) SINGAPORE 378956,378956,34230.01048,34264.54353,1.326150245,103.8892986
133,DT27,Ubi,乌美,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,UBI MRT STATION (DT27),51,UBI AVENUE 2,UBI MRT STATION (DT27),51 UBI AVENUE 2 UBI MRT STATION (DT27) SINGAPORE 408899,408899,35334.89183,34687.41099,1.32997426,103.8992267
134,DT28,Kaki Bukit,加基武吉,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,KAKI BUKIT MRT STATION (DT28),30,KAKI BUKIT AVENUE 1,KAKI BUKIT MRT STATION (DT28),30 KAKI BUKIT AVENUE 1 KAKI BUKIT MRT STATION (DT28) SINGAPORE 415804,415804,36362.37828,35239.55226,1.33496736,103.9084593
135,DT29,Bedok North,勿洛北,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,BEDOK NORTH MRT STATION (DT29),651,BEDOK NORTH ROAD,BEDOK NORTH MRT STATION (DT29),651 BEDOK NORTH ROAD BEDOK NORTH MRT STATION (DT29) SINGAPORE 479481,479481,37421.74382,35214.68039,1.334742117,103.9179783
136,DT30,Bedok Reservoir,勿洛蓄水池,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,BEDOK RESERVOIR MRT STATION (DT30),371,BEDOK NORTH AVENUE 3,BEDOK RESERVOIR MRT STATION (DT30),371 BEDOK NORTH AVENUE 3 BEDOK RESERVOIR MRT STATION (DT30) SINGAPORE 469724,469724,39008.31316,35421.04087,1.33660783,103.9322346
137,DT31,Tampines West,淡滨尼西,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,TAMPINES WEST MRT STATION (DT31),2,TAMPINES AVENUE 4,TAMPINES WEST MRT STATION (DT31),2 TAMPINES AVENUE 4 TAMPINES WEST MRT STATION (DT31) SINGAPORE 529683,529683,39698.52759,36406.01433,1.345515306,103.938437
138,DT32,Tampines,淡滨尼,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,TAMPINES MRT STATION (DT32),15,TAMPINES CENTRAL 1,TAMPINES MRT STATION (DT32),15 TAMPINES CENTRAL 1 TAMPINES MRT STATION (DT32) SINGAPORE 529544,529544,40207.39523,37471.43946,1.355150411,103.9430099
139,DT33,Tampines East,淡滨尼东,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,TAMPINES EAST MRT STATION (DT33),20,TAMPINES AVENUE 7,TAMPINES EAST MRT STATION (DT33),20 TAMPINES AVENUE 7 TAMPINES EAST MRT STATION (DT33) SINGAPORE 529623,529623,41501.07485,37586.61776,1.356191483,103.9546345
140,DT34,Upper Changi,樟宜上段,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,UPPER CHANGI MRT STATION (DT34),690,UPPER CHANGI ROAD EAST,UPPER CHANGI MRT STATION (DT34),690 UPPER CHANGI ROAD EAST UPPER CHANGI MRT STATION (DT34) SINGAPORE 485990,485990,42262.18797,35988.65688,1.341739774,103.9614728
141,DT35,Expo,博览,Downtown Line,滨海市区线,Blue,10/21/2017,MRT,EXPO MRT STATION (DT35),2,EXPO DRIVE,EXPO MRT STATION (DT35),2 EXPO DRIVE EXPO MRT STATION (DT35) SINGAPORE 485985,485985,42362.60346,35285.70839,1.335382526,103.9623747
142,TE1,Woodlands North,兀兰北,Thomson-East Coast Line,汤申-东海岸线,Brown,1/31/2020,MRT,WOODLANDS NORTH MRT STATION (TE1),20,WOODLANDS NORTH COAST ROAD,WOODLANDS NORTH MRT STATION (TE1),20 WOODLANDS NORTH COAST ROAD WOODLANDS NORTH MRT STATION (TE1) SINGAPORE 737668,737668,22699.99124,47770.39457,1.448292453,103.7856927
143,TE2,Woodlands,兀兰,Thomson-East Coast Line,汤申-东海岸线,Brown,1/31/2020,MRT,WOODLANDS MRT STATION (TE2),11,WOODLANDS SQUARE,WOODLANDS MRT STATION (TE2),11 WOODLANDS SQUARE WOODLANDS MRT STATION (TE2) SINGAPORE 737736,737736,22949.91913,46417.52233,1.436057617,103.7879388
144,TE3,Woodlands South,兀兰南,Thomson-East Coast Line,汤申-东海岸线,Brown,1/31/2020,MRT,WOODLANDS SOUTH MRT STATION (TE3),30,WOODLANDS DRIVE 17,WOODLANDS SOUTH MRT STATION (TE3),30 WOODLANDS DRIVE 17 WOODLANDS SOUTH MRT STATION (TE3) SINGAPORE 737741,737741,23542.55457,45459.75882,1.427396053,103.7932643
145,TE4,Springleaf,春叶,Thomson-East Coast Line,汤申-东海岸线,Brown,8/28/2021,MRT,SPRINGLEAF MRT STATION (TE4),825,UPPER THOMSON ROAD,SPRINGLEAF MRT STATION (TE4),825 UPPER THOMSON ROAD SPRINGLEAF MRT STATION (TE4) SINGAPORE 787140,787140,26279.32794,42162.93444,1.397581061,103.8178569
146,TE5,Lentor,伦多,Thomson-East Coast Line,汤申-东海岸线,Brown,8/28/2021,MRT,LENTOR MRT STATION (TE5),1,LENTOR DRIVE,LENTOR MRT STATION (TE5),1 LENTOR DRIVE LENTOR MRT STATION (TE5) SINGAPORE 789361,789361,28269.89707,40827.79394,1.38550658,103.8357438
147,TE6,Mayflower,美华,Thomson-East Coast Line,汤申-东海岸线,Brown,8/28/2021,MRT,MAYFLOWER MRT STATION (TE6),91,ANG MO KIO AVENUE 4,MAYFLOWER MRT STATION (TE6),91 ANG MO KIO AVENUE 4 MAYFLOWER MRT STATION (TE6) SINGAPORE 569900,569900,28361.59505,39274.94719,1.371463188,103.8365678
148,TE7,Bright Hill,光明山,Thomson-East Coast Line,汤申-东海岸线,Brown,8/28/2021,MRT,BRIGHT HILL MRT STATION (TE7),100,SIN MING AVENUE,BRIGHT HILL MRT STATION (TE7),100 SIN MING AVENUE BRIGHT HILL MRT STATION (TE7) SINGAPORE 575737,575737,27952.7071,38370.44389,1.363283185,103.8328936
149,TE8,Upper Thomson,汤申路上段,Thomson-East Coast Line,汤申-东海岸线,Brown,8/28/2021,MRT,UPPER THOMSON MRT STATION (TE8),1,JALAN KELI,UPPER THOMSON MRT STATION (TE8),1 JALAN KELI UPPER THOMSON MRT STATION (TE8) SINGAPORE 577937,577937,27953.2465,37390.00369,1.354416434,103.8328985
150,TE9,Caldecott,加利谷,Thomson-East Coast Line,汤申-东海岸线,Brown,8/28/2021,MRT,CALDECOTT MRT STATION (TE9),1,TOA PAYOH LINK,CALDECOTT MRT STATION (TE9),1 TOA PAYOH LINK CALDECOTT MRT STATION (TE9) SINGAPORE 297608,297608,28761.5758,35491.34314,1.337245613,103.8401618
151,TE11,Stevens,史蒂芬,Thomson-East Coast Line,汤申-东海岸线,Brown,11/13/2022,MRT,STEVENS MRT STATION (TE11),82,STEVENS ROAD,STEVENS MRT STATION (TE11),82 STEVENS ROAD STEVENS MRT STATION (TE11) SINGAPORE 257879,257879,27137.32152,33510.81053,1.319334374,103.825567
152,TE12,Napier,纳比雅,Thomson-East Coast Line,汤申-东海岸线,Brown,11/13/2022,MRT,NAPIER MRT STATION (TE12),2,NAPIER ROAD,NAPIER MRT STATION (TE12),2 NAPIER ROAD NAPIER MRT STATION (TE12) SINGAPORE 258511,258511,26401.66671,32122.86257,1.306782234,103.8189568
153,TE13,Orchard Boulevard,乌节大道,Thomson-East Coast Line,汤申-东海岸线,Brown,11/13/2022,MRT,ORCHARD BOULEVARD MRT STATION (TE13),20,ORCHARD BOULEVARD,ORCHARD BOULEVARD MRT STATION (TE13),20 ORCHARD BOULEVARD ORCHARD BOULEVARD MRT STATION (TE13) SINGAPORE 248654,248654,26948.29454,31640.75525,1.302422248,103.8238685
154,TE14,Orchard,乌节,Thomson-East Coast Line,汤申-东海岸线,Brown,11/13/2022,MRT,ORCHARD MRT STATION (TE14),301,ORCHARD BOULEVARD,ORCHARD MRT STATION (TE14),301 ORCHARD BOULEVARD ORCHARD MRT STATION (TE14) SINGAPORE 237974,237974,27783.69734,31709.53249,1.303044263,103.831375
155,TE15,Great World,大世界,Thomson-East Coast Line,汤申-东海岸线,Brown,11/13/2022,MRT,GREAT WORLD MRT STATION (TE15),351,RIVER VALLEY ROAD,GREAT WORLD MRT STATION (TE15),351 RIVER VALLEY ROAD GREAT WORLD MRT STATION (TE15) SINGAPORE 238384,238384,28044.76787,30703.73245,1.293948162,103.8337208
156,TE16,Havelock,合乐,Thomson-East Coast Line,汤申-东海岸线,Brown,11/13/2022,MRT,HAVELOCK MRT STATION (TE16),110,ZION ROAD,HAVELOCK MRT STATION (TE16),110 ZION ROAD HAVELOCK MRT STATION (TE16) SINGAPORE 168604,168604,28029.74366,30101.88222,1.28850524,103.8335858
157,TE17,Outram Park,欧南园,Thomson-East Coast Line,汤申-东海岸线,Brown,11/13/2022,MRT,OUTRAM PARK MRT STATION (TE17),13,OUTRAM ROAD,OUTRAM PARK MRT STATION (TE17),13 OUTRAM ROAD OUTRAM PARK MRT STATION (TE17) SINGAPORE 169080,169080,28647.60482,29308.44266,1.281329644,103.8391376
158,TE18,Maxwell,麦士威,Thomson-East Coast Line,汤申-东海岸线,Brown,11/13/2022,MRT,MAXWELL MRT STATION (TE18),321,SOUTH BRIDGE ROAD,MAXWELL MRT STATION (TE18),321 SOUTH BRIDGE ROAD MAXWELL MRT STATION (TE18) SINGAPORE 058841,58841,29175.80884,29220.38855,1.280533298,103.8438837
159,TE19,Shenton Way,珊顿道,Thomson-East Coast Line,汤申-东海岸线,Brown,11/13/2022,MRT,SHENTON WAY MRT STATION (TE19),2,PARK STREET,SHENTON WAY MRT STATION (TE19),2 PARK STREET SHENTON WAY MRT STATION (TE19) SINGAPORE 018928,18928,29897.41915,28908.96172,1.277716828,103.8503676
160,TE20,Marina Bay,滨海湾,Thomson-East Coast Line,汤申-东海岸线,Brown,11/13/2022,MRT,MARINA BAY MRT STATION (TE20),25,PARK STREET,MARINA BAY MRT STATION (TE20),25 PARK STREET MARINA BAY MRT STATION (TE20) SINGAPORE 018929,18929,30447.37939,28579.99514,1.274741732,103.8553092
161,TE22,Gardens by the Bay,滨海湾花园,Thomson-East Coast Line,汤申-东海岸线,Brown,11/13/2022,MRT,GARDENS BY THE BAY MRT STATION (TE22),11,MARINA MALL,GARDENS BY THE BAY MRT STATION (TE22),11 MARINA MALL GARDENS BY THE BAY MRT STATION (TE22) SINGAPORE 019396,19396,31799.07218,28994.17088,1.278487259,103.8674547
